word	F	Ao	Ez		
prandroit	1	1	0		
prannent	1	1	0		
prelz	1	1	0		
premier	1	1	0		
presse	1	1	0		
prest	1	1	0		
prisast	1	1	0		
prise	1	1	0		
prisoit	1	1	0		
prochainement	1	1	0		
prodome	1	1	0		
proieres	1	1	0		
proudome	1	1	0		
proz	1	1	0		
prozdom	1	1	0		
puent	1	1	0		
puise	1	1	0		
puissance	1	1	0		
puoient	1	1	0		
Q	1	1	0		
qancque	1	1	0		
qarante	1	1	0		
qel	1	1	0		
qi	1	1	0		
queïst	1	1	0		
Quel	1	1	0		
quele	1	1	0		
querant	1	1	0		
quex	1	1	0		
quidez	1	1	0		
quis	1	1	0		
Quoi	1	1	0		
rabaissa	1	1	0		
rasiet	1	1	0		
receint	1	1	0		
reçoit	1	1	0		
reçoive	1	1	0		
redemande	1	1	0		
refuseroit	1	1	0		
refussez	1	1	0		
remanbrance	1	1	0		
remandra	1	1	0		
remex	1	1	0		
renges	1	1	0		
reoilliee	1	1	0		
repairier	1	1	0		
repost	1	1	0		
reprandre	1	1	0		
reqeste	1	1	0		
requeroiz	1	1	0		
rescrieve	1	1	0		
resortir	1	1	0		
retandrei	1	1	0		
retenir	1	1	0		
retorna	1	1	0		
revenchier	1	1	0		
revenir	1	1	0		
revint	1	1	0		
robeor	1	1	0		
robeors	1	1	0		
roges	1	1	0		
roides	1	1	0		
Rois	1	1	0		
roncin	1	1	0		
roncins	1	1	0		
route	1	1	0		
rue	1	1	0		
S	1	1	0		
sache	1	1	0		
sachent	1	1	0		
sachier	1	1	0		
sage	1	1	0		
Sainz	1	1	0		
saison	1	1	0		
saluee	1	1	0		
sambloit	1	1	0		
samedi	1	1	0		
sanblant	1	1	0		
sanble	1	1	0		
sanbue	1	1	0		
sanc	1	1	0		
sanglot	1	1	0		
sant	1	1	0		
santé	1	1	0		
santier	1	1	0		
santir	1	1	0		
sarré	1	1	0		
saüst	1	1	0		
sauverres	1	1	0		
savroie	1	1	0		
savroit	1	1	0		
secorre	1	1	0		
secorroiz	1	1	0		
sejornoit	1	1	0		
sele	1	1	0		
semaines	1	1	0		
semainne	1	1	0		
senble	1	1	0		
senefiance	1	1	0		
senefience	1	1	0		
senefient	1	1	0		
seneschax	1	1	0		
senez	1	1	0		
seoient	1	1	0		
sepulcre	1	1	0		
serrez	1	1	0		
servie	1	1	0		
servisse	1	1	0		
servoit	1	1	0		
seü	1	1	0		
seulement	1	1	0		
seüssiez	1	1	0		
sieent	1	1	0		
sient	1	1	0		
sinplement	1	1	0		
sires	1	1	0		
Sires	1	1	0		
smout	1	1	0		
soe	1	1	0		
soef	1	1	0		
soes	1	1	0		
soffraiteus	1	1	0		
soffrist	1	1	0		
soi	1	1	0		
soient	1	1	0		
som	1	1	0		
sorargenté	1	1	0		
sorplus	1	1	0		
sort	1	1	0		
sospece	1	1	0		
sospeçoit	1	1	0		
sospirant	1	1	0		
sossfrir	1	1	0		
sostenir	1	1	0		
soutiment	1	1	0		
soveigne	1	1	0		
subjection	1	1	0		
sueffre	1	1	0		
suivent	1	1	0		
sus	1	1	0		
Symons	1	1	0		
taillié	1	1	0		
tainte	1	1	0		
talanz	1	1	0		
tanrement	1	1	0		
tantes	1	1	0		
tarde	1	1	0		
tarqais	1	1	0		
tarquais	1	1	0		
te	1	1	0		
teles	1	1	0		
terrienement	1	1	0		
terriennes	1	1	0		
tesmoig	1	1	0		
tesmoigne	1	1	0		
tesmoinz	1	1	0		
Tex	1	1	0		
tierce	1	1	0		
tierz	1	1	0		
Tohorz	1	1	0		
toi	1	1	0		
tolent	1	1	0		
toloit	1	1	0		
torna	1	1	0		
torne	1	1	0		
tornee	1	1	0		
torner	1	1	0		
torz	1	1	0		
Totes	1	1	0		
totevoie	1	1	0		
toudroit	1	1	0		
tozjorz	1	1	0		
trainanz	1	1	0		
traïson	1	1	0		
traissist	1	1	0		
traiz	1	1	0		
tranblast	1	1	0		
tranchai	1	1	0		
tranche	1	1	0		
travail	1	1	0		
tre	1	1	0		
trente	1	1	0		
trespansez	1	1	0		
trespasse	1	1	0		
trespassoiz	1	1	0		
tressaut	1	1	0		
trestoute	1	1	0		
trestoz	1	1	0		
trestuit	1	1	0		
trova	1	1	0		
trové	1	1	0		
trovees	1	1	0		
trovoit	1	1	0		
truisse	1	1	0		
Tuit	1	1	0		
umaine	1	1	0		
unes	1	1	0		
Urien	1	1	0		
vaig	1	1	0		
vaign	1	1	0		
vaillant	1	1	0		
vaillanz	1	1	0		
vaintre	1	1	0		
valoient	1	1	0		
valors	1	1	0		
vanchera	1	1	0		
vandra	1	1	0		
vandroit	1	1	0		
vanjance	1	1	0		
vassax	1	1	0		
vaudroit	1	1	0		
Vaus	1	1	0		
veez	1	1	0		
veigne	1	1	0		
venche	1	1	0		
vencherai	1	1	0		
vencheroiz	1	1	0		
vendrons	1	1	0		
venites	1	1	0		
venoit	1	1	0		
venuz	1	1	0		
veraie	1	1	0		
veraies	1	1	0		
verité	1	1	0		
verroiz	1	1	0		
vestir	1	1	0		
vet	1	1	0		
veüz	1	1	0		
veves	1	1	0		
vi	1	1	0		
viaut	1	1	0		
Vierge	1	1	0		
vilenies	1	1	0		
vis	1	1	0		
vistece	1	1	0		
vivant	1	1	0		
vivoit	1	1	0		
voel	1	1	0		
voille	1	1	0		
voisin	1	1	0		
volantiers	1	1	0		
voliez	1	1	0		
voloir	1	1	0		
voudra	1	1	0		
voudroit	1	1	0		
voudront	1	1	0		
vuiz	1	1	0		
ymages	1	1	0		
vos	157	156	1		
l	99	98	1		
an	73	72	1		
ele	69	68	1		
ot	15	14	1		
chose	12	11	1		
metre	8	7	1		
raison	8	7	1		
amis	7	6	1		
hors	7	6	1		
Or	7	6	1		
bois	6	5	1		
fers	6	5	1		
maison	6	5	1		
ordre	6	5	1		
cointement	5	4	1		
fin	5	4	1		
or	5	4	1		
partir	5	4	1		
pres	5	4	1		
vertuz	5	4	1		
alez	4	3	1		
baille	4	3	1		
cui	4	3	1		
dient	4	3	1		
petit	4	3	1		
Tant	4	3	1		
Voire	4	3	1		
ame	3	2	1		
amena	3	2	1		
amont	3	2	1		
bons	3	2	1		
commande	3	2	1		
compaignons	3	2	1		
conquerre	3	2	1		
desarmez	3	2	1		
droite	3	2	1		
entree	3	2	1		
ermines	3	2	1		
hardi	3	2	1		
maint	3	2	1		
maintenir	3	2	1		
noif	3	2	1		
nuire	3	2	1		
obedience	3	2	1		
paroit	3	2	1		
premierement	3	2	1		
preu	3	2	1		
pris	3	2	1		
puisse	3	2	1		
riens	3	2	1		
tenir	3	2	1		
tres	3	2	1		
vindrent	3	2	1		
virent	3	2	1		
voient	3	2	1		
voir	3	2	1		
voz	3	2	1		
acomplie	2	1	1		
affaire	2	1	1		
aide	2	1	1		
ait	2	1	1		
ami	2	1	1		
aprendre	2	1	1		
arme	2	1	1		
bailla	2	1	1		
bataille	2	1	1		
batue	2	1	1		
ceinture	2	1	1		
celer	2	1	1		
celez	2	1	1		
cent	2	1	1		
charnel	2	1	1		
cinq	2	1	1		
combatoit	2	1	1		
coucha	2	1	1		
couchier	2	1	1		
creance	2	1	1		
cuideroie	2	1	1		
demandee	2	1	1		
demandez	2	1	1		
diront	2	1	1		
dis	2	1	1		
doie	2	1	1		
dos	2	1	1		
durer	2	1	1		
entendez	2	1	1		
failli	2	1	1		
faillir	2	1	1		
fel	2	1	1		
fera	2	1	1		
fier	2	1	1		
figure	2	1	1		
foibles	2	1	1		
fueilles	2	1	1		
gras	2	1	1		
hante	2	1	1		
harnois	2	1	1		
legieres	2	1	1		
Maintenant	2	1	1		
maintient	2	1	1		
manieres	2	1	1		
menee	2	1	1		
menton	2	1	1		
mer	2	1	1		
merite	2	1	1		
mol	2	1	1		
orroie	2	1	1		
Par	2	1	1		
pardurablement	2	1	1		
paroient	2	1	1		
paroles	2	1	1		
partira	2	1	1		
partiroit	2	1	1		
pendu	2	1	1		
pent	2	1	1		
perte	2	1	1		
plaira	2	1	1		
port	2	1	1		
porta	2	1	1		
portent	2	1	1		
portoit	2	1	1		
quatre	2	1	1		
rachater	2	1	1		
regardera	2	1	1		
rendre	2	1	1		
requerra	2	1	1		
requerre	2	1	1		
tart	2	1	1		
terriennement	2	1	1		
terriens	2	1	1		
trait	2	1	1		
venoient	2	1	1		
ventaille	2	1	1		
venues	2	1	1		
verroie	2	1	1		
abaiſſie	1	0	1		
abandonne	1	0	1		
accointance	1	0	1		
accoller	1	0	1		
accorde	1	0	1		
acheuer	1	0	1		
acompliſſe	1	0	1		
acõplie	1	0	1		
acouſtume	1	0	1		
adens	1	0	1		
adouberay	1	0	1		
adroit	1	0	1		
aduiengne	1	0	1		
afin	1	0	1		
agu	1	0	1		
ailleurs	1	0	1		
aime	1	0	1		
Ainſi	1	0	1		
AInſi	1	0	1		
ala	1	0	1		
ale	1	0	1		
alerẽt	1	0	1		
aliſſiez	1	0	1		
aller	1	0	1		
amendement	1	0	1		
amener	1	0	1		
amõt	1	0	1		
angleſches	1	0	1		
ap̃	1	0	1		
aparãt	1	0	1		
aparoir	1	0	1		
apercoit	1	0	1		
appareilleray	1	0	1		
appella	1	0	1		
appellee	1	0	1		
apporte	1	0	1		
apportoit	1	0	1		
appreſta	1	0	1		
appreſte	1	0	1		
appuye	1	0	1		
appuyee	1	0	1		
aprẽdre	1	0	1		
Aprez	1	0	1		
aproucha	1	0	1		
aprouche	1	0	1		
arbre	1	0	1		
ares	1	0	1		
arfors	1	0	1		
argente	1	0	1		
arreſte	1	0	1		
arreſter	1	0	1		
arreſtez	1	0	1		
artꝰ	1	0	1		
Atãt	1	0	1		
atourna	1	0	1		
atourne	1	0	1		
atournee	1	0	1		
atout	1	0	1		
attaindre	1	0	1		
attaint	1	0	1		
attẽdre	1	0	1		
attendoit	1	0	1		
auancement	1	0	1		
auancer	1	0	1		
auant	1	0	1		
auantures	1	0	1		
aucũe	1	0	1		
aucune	1	0	1		
aue	1	0	1		
Auec	1	0	1		
aueniſt	1	0	1		
auiendra	1	0	1		
auironnee	1	0	1		
auiz	1	0	1		
aultre	1	0	1		
auoient	1	0	1		
auoiẽt	1	0	1		
aurez	1	0	1		
auriez	1	0	1		
autant	1	0	1		
autãt	1	0	1		
aymãt	1	0	1		
aymeront	1	0	1		
aſer	1	0	1		
aſſaillie	1	0	1		
aſſẽblemẽt	1	0	1		
aſſeoir	1	0	1		
aſſeurer	1	0	1		
aſſeurera	1	0	1		
aſſiet	1	0	1		
baiſer	1	0	1		
banc	1	0	1		
banĩ	1	0	1		
banyn	1	0	1		
barons	1	0	1		
bas	1	0	1		
baſſe	1	0	1		
beaux	1	0	1		
bedoires	1	0	1		
belles	1	0	1		
bende	1	0	1		
beſoingz	1	0	1		
beſongne	1	0	1		
Bien	1	0	1		
biẽs	1	0	1		
blãche	1	0	1		
blãches	1	0	1		
blaſme	1	0	1		
blaſmeroit	1	0	1		
bõnes	1	0	1		
bontee	1	0	1		
bõs	1	0	1		
boucle	1	0	1		
bouhourdiz	1	0	1		
boute	1	0	1		
bouteillier	1	0	1		
bouter	1	0	1		
bras	1	0	1		
bretaigne	1	0	1		
brief	1	0	1		
caincte	1	0	1		
CAnt	1	0	1		
Cap	1	0	1		
carquois	1	0	1		
carquoys	1	0	1		
ceans	1	0	1		
Celui	1	0	1		
cerchier	1	0	1		
certaines	1	0	1		
Ceſt	1	0	1		
chacũ	1	0	1		
challeur	1	0	1		
chappeau	1	0	1		
Chappitre	1	0	1		
chaſteau	1	0	1		
chaſſa	1	0	1		
chaſſer	1	0	1		
chaſſeur	1	0	1		
cheoient	1	0	1		
cheoiẽt	1	0	1		
cheuaucha	1	0	1		
cheuauche	1	0	1		
cheuaucherent	1	0	1		
cheuauchoient	1	0	1		
cheuauchoiẽt	1	0	1		
cheulier	1	0	1		
cinquãte	1	0	1		
clameur	1	0	1		
claudas	1	0	1		
clergie	1	0	1		
cloſe	1	0	1		
cõbatus	1	0	1		
cõceuſt	1	0	1		
cõgie	1	0	1		
cõgnoiſt	1	0	1		
cõgnoiſtre	1	0	1		
cõiure	1	0	1		
cõmande	1	0	1		
combatus	1	0	1		
combien	1	0	1		
Cõmẽt	1	0	1		
Comme	1	0	1		
commẽcemẽt	1	0	1		
commence	1	0	1		
compta	1	0	1		
condamne	1	0	1		
cõneſtable	1	0	1		
congie	1	0	1		
congnoiſt	1	0	1		
congnoiſtre	1	0	1		
coniure	1	0	1		
conneſtable	1	0	1		
contredit	1	0	1		
conuenant	1	0	1		
conuiendra	1	0	1		
conuiennent	1	0	1		
conuoia	1	0	1		
conuoier	1	0	1		
conſeille	1	0	1		
conſeilliez	1	0	1		
cõpaignie	1	0	1		
cõpaignõs	1	0	1		
cõpte	1	0	1		
corne	1	0	1		
corrumpent	1	0	1		
corrumpẽt	1	0	1		
cõtredit	1	0	1		
couart	1	0	1		
couchete	1	0	1		
couchiez	1	0	1		
couleur	1	0	1		
coulpable	1	0	1		
coupey	1	0	1		
courage	1	0	1		
couronne	1	0	1		
courroit	1	0	1		
courroucer	1	0	1		
courte	1	0	1		
courtoiſie	1	0	1		
courſu	1	0	1		
couuoitiſe	1	0	1		
couſtera	1	0	1		
couſtoit	1	0	1		
couſtume	1	0	1		
cõſeille	1	0	1		
creãce	1	0	1		
createur	1	0	1		
creu	1	0	1		
creue	1	0	1		
croient	1	0	1		
croix	1	0	1		
croiſtre	1	0	1		
cruel	1	0	1		
cueurs	1	0	1		
cuidaſt	1	0	1		
cuidez	1	0	1		
DAme	1	0	1		
damoiſelle	1	0	1		
dãne	1	0	1		
danne	1	0	1		
daouſt	1	0	1		
dargent	1	0	1		
darimathie	1	0	1		
Dauid	1	0	1		
dautre	1	0	1		
debõnai	1	0	1		
debõnaire	1	0	1		
debonnai	1	0	1		
debouter	1	0	1		
declare	1	0	1		
deffẽdu	1	0	1		
deffendeurs	1	0	1		
deffenſeur	1	0	1		
defferera	1	0	1		
defferra	1	0	1		
defferre	1	0	1		
defferrer	1	0	1		
dehors	1	0	1		
deliure	1	0	1		
demoura	1	0	1		
depar	1	0	1		
departy	1	0	1		
detenir	1	0	1		
detiendray	1	0	1		
deuiſe	1	0	1		
deuiſer	1	0	1		
deuiſeray	1	0	1		
deuoie	1	0	1		
deuoient	1	0	1		
deuoiẽt	1	0	1		
deuroit	1	0	1		
deuſt	1	0	1		
deuſſiez	1	0	1		
deſcendent	1	0	1		
Deſcendez	1	0	1		
deſcendirent	1	0	1		
deſconſeilliez	1	0	1		
deſir	1	0	1		
deſire	1	0	1		
deſirer	1	0	1		
deſloyaulte	1	0	1		
deſloyaulx	1	0	1		
deſloyaute	1	0	1		
deſormais	1	0	1		
deſpẽpartie	1	0	1		
deſtournoit	1	0	1		ici
deſtrãgot	1	0	1		
deſtrangot	1	0	1		
deſtruir	1	0	1		
deſſoubz	1	0	1		
dicy	1	0	1		
diez	1	0	1		
difference	1	0	1		
digne	1	0	1		
dignite	1	0	1		
dillec	1	0	1		
dimẽche	1	0	1		
diz	1	0	1		
diſiez	1	0	1		
diſmes	1	0	1		
diſoent	1	0	1		
diſoient	1	0	1		
dõc	1	0	1		
doibt	1	0	1		
dois	1	0	1		
doĩt	1	0	1		
doiuent	1	0	1		
dõme	1	0	1		
Donc	1	0	1		
doubtance	1	0	1		
doubter	1	0	1		
doubteroit	1	0	1		
doulceur	1	0	1		
doulz	1	0	1		
doye	1	0	1		
dune	1	0	1		
dung	1	0	1		
duroit	1	0	1		
ẽbarni	1	0	1		
ẽcore	1	0	1		
ẽcores	1	0	1		
eglise	1	0	1		
Elain	1	0	1		
election	1	0	1		
embarni	1	0	1		
embraſſer	1	0	1		
ẽmena	1	0	1		
emmena	1	0	1		
emmy	1	0	1		
employee	1	0	1		
empres	1	0	1		
emprez	1	0	1		
encore	1	0	1		
encõtre	1	0	1		
enferre	1	0	1		
enforcer	1	0	1		
ennemis	1	0	1		
ennuye	1	0	1		
enquiſt	1	0	1		
entalente	1	0	1		
entendement	1	0	1		
entent	1	0	1		
entremettre	1	0	1		
entreprẽgne	1	0	1		
entreprengne	1	0	1		
entreprins	1	0	1		
enuie	1	0	1		
enſeigne	1	0	1		
enſeignes	1	0	1		
enſeignie	1	0	1		
enſuit	1	0	1		
enſuuir	1	0	1		
ẽtre	1	0	1		
ẽtreprĩt	1	0	1		
ẽtrerẽt	1	0	1		
eu	1	0	1		
ẽuirõ	1	0	1		
eut	1	0	1		
exerce	1	0	1		
eſbahi	1	0	1		
eſbahie	1	0	1		
eſbahiſt	1	0	1		
eſcõdirez	1	0	1		
eſcondirez	1	0	1		
eſcondiroie	1	0	1		
eſcripture	1	0	1		
eſcuier	1	0	1		
ẽſeignie	1	0	1		
ẽſeignier	1	0	1		
eſleu	1	0	1		
eſleuz	1	0	1		
eſppee	1	0	1		
eſprouue	1	0	1		
eſtablirent	1	0	1		
eſtablis	1	0	1		
eſtait	1	0	1		
eſtiez	1	0	1		
eſtocquant	1	0	1		
eſtocquãt	1	0	1		
eſſaucer	1	0	1		
eſſayee	1	0	1		
eſſuye	1	0	1		
faictes	1	0	1		
faitte	1	0	1		
faiſons	1	0	1		
fardeaulx	1	0	1		
felonnie	1	0	1		
femme	1	0	1		
feray	1	0	1		
ferons	1	0	1		
ferõs	1	0	1		
feru	1	0	1		
feuſtes	1	0	1		
feſtes	1	0	1		
feſtoier	1	0	1		
fichee	1	0	1		
fiebles	1	0	1		
flondehueg	1	0	1		
fois	1	0	1		
font	1	0	1		
forte	1	0	1		
fourre	1	0	1		
fouyr	1	0	1		
fuye	1	0	1		
fuyez	1	0	1		
galaad	1	0	1		
galeche	1	0	1		
galles	1	0	1		
gallonne	1	0	1		
garans	1	0	1		
garantiſt	1	0	1		
garantiſſe	1	0	1		
garãtie	1	0	1		
garãtir	1	0	1		
gaulle	1	0	1		
gaſſenĩ	1	0	1		
germains	1	0	1		
geut	1	0	1		
geſir	1	0	1		
giſante	1	0	1		
giſãte	1	0	1		
grace	1	0	1		
grãdeur	1	0	1		
grandeur	1	0	1		
grauadain	1	0	1		
greigneure	1	0	1		
greuera	1	0	1		
greſſe	1	0	1		
grigneur	1	0	1		
gros	1	0	1		
groſſe	1	0	1		
Haa	1	0	1		
haine	1	0	1		
hair	1	0	1		
hait	1	0	1		
hardia	1	0	1		
haultes	1	0	1		
haſtez	1	0	1		
hector	1	0	1		
heures	1	0	1		
hõe	1	0	1		
hõneur	1	0	1		
honnourablemẽt	1	0	1		
honnouree	1	0	1		
honteuſe	1	0	1		
honteuſement	1	0	1		
iamais	1	0	1		
iardĩ	1	0	1		
iardin	1	0	1		
icy	1	0	1		
ieudi	1	0	1		
ieuſſe	1	0	1		
ieſtoye	1	0	1		
iii	1	0	1		
Ilz	1	0	1		
indigens	1	0	1		
indignation	1	0	1		
iniuriee	1	0	1		
innocent	1	0	1		
ioe	1	0	1		
ioieux	1	0	1		
iourduy	1	0	1		
iouxte	1	0	1		
ioyaux	1	0	1		
ioſue	1	0	1		
irez	1	0	1		
iudas	1	0	1		
iuge	1	0	1		
iuger	1	0	1		
iuſte	1	0	1		
iſrael	1	0	1		
Ja	1	0	1		
Joſeph	1	0	1		
kamalos	1	0	1		
laage	1	0	1		
laiſſaſt	1	0	1		
laiſſeray	1	0	1		
laiſſerez	1	0	1		
laiſſerons	1	0	1		
laiſſez	1	0	1		
lame	1	0	1		
lamenday	1	0	1		
lamy	1	0	1		
laportoiẽt	1	0	1		
largement	1	0	1		
largem̃ t	1	0	1		
lattendoit	1	0	1		
lauenement	1	0	1		
laurez	1	0	1		
lay	1	0	1		
laymant	1	0	1		
laymoit	1	0	1		
laſſemblee	1	0	1		
laſſeray	1	0	1		
lẽ	1	0	1		
lẽcontre	1	0	1		
legiere	1	0	1		
leglise	1	0	1		
lempeſchoit	1	0	1		
lentendit	1	0	1		
lenuoya	1	0	1		
lequel	1	0	1		
lerbe	1	0	1		
leua	1	0	1		
leuãgile	1	0	1		
leuangile	1	0	1		
leuee	1	0	1		
leure	1	0	1		
leurs	1	0	1		
leſ	1	0	1		
leſchauguette	1	0	1		
Leſcu	1	0	1		
leſpaule	1	0	1		
leſpaulle	1	0	1		
Leſpee	1	0	1		
leſtable	1	0	1		
lieues	1	0	1		
lieux	1	0	1		
liguage	1	0	1		
lionnel	1	0	1		
liſternoys	1	0	1		
locciſt	1	0	1		
lõguemẽt	1	0	1		
loĩg	1	0	1		
lomme	1	0	1		
Lor	1	0	1		
loyal	1	0	1		
loyaulte	1	0	1		
loyt	1	0	1		
loz	1	0	1		
loſeriez	1	0	1		
lucan	1	0	1		
lumaine	1	0	1		
Lun	1	0	1		
Lyonnel	1	0	1		
machabeus	1	0	1		
maĩ	1	0	1		
Maintenãt	1	0	1		
maintĩdrent	1	0	1		
malfaicteur	1	0	1		
malfaicteurs	1	0	1		
malfaiteur	1	0	1		
mardi	1	0	1		
mauuaitie	1	0	1		
mauuaiſe	1	0	1		
mẽ	1	0	1		
meffaire	1	0	1		
meilleures	1	0	1		
meilleurs	1	0	1		
membres	1	0	1		
meneroie	1	0	1		
mercia	1	0	1		
mercis	1	0	1		
merueilleux	1	0	1		
meurdriers	1	0	1		
meuſt	1	0	1		
meſaiſe	1	0	1		
meſcreãs	1	0	1		
meſtoit	1	0	1		
meſſe	1	0	1		
miẽ	1	0	1		
miniſtrer	1	0	1		
miſerable	1	0	1		
moitie	1	0	1		
molle	1	0	1		
monſtre	1	0	1		
monſtreray	1	0	1		
moys	1	0	1		
mõſeigneur	1	0	1		
mõſtra	1	0	1		
mõſtre	1	0	1		
mõſtreray	1	0	1		
multitude	1	0	1		
napartient	1	0	1		
nature	1	0	1		
nauoye	1	0	1		
nauriez	1	0	1		
nay	1	0	1		
naſquiſt	1	0	1		
nẽ	1	0	1		
neantmoins	1	0	1		
neãt	1	0	1		
negligence	1	0	1		
Nẽny	1	0	1		
nepueu	1	0	1		
neſtoient	1	0	1		
neſtoiẽt	1	0	1		
noble	1	0	1		
nõbre	1	0	1		
noehaut	1	0	1		
noenor	1	0	1		
nombre	1	0	1		
nommees	1	0	1		
nommez	1	0	1		
nõnain	1	0	1		
nonnain	1	0	1		
nourreture	1	0	1		
nourry	1	0	1		
nouueaux	1	0	1		
nouuelle	1	0	1		
noſſelice	1	0	1		
nuyt	1	0	1		
nyrez	1	0	1		
obeir	1	0	1		
occient	1	0	1		
occire	1	0	1		
occiz	1	0	1		
orains	1	0	1		
oraĩs	1	0	1		
oraiſons	1	0	1		
oraiſõs	1	0	1		
ordonnez	1	0	1		
orphelins	1	0	1		
õt	1	0	1		
ottroia	1	0	1		
ouec	1	0	1		
ouir	1	0	1		
oultrageux	1	0	1		
oultraige	1	0	1		
oultre	1	0	1		
Oultreplus	1	0	1		
Ouy	1	0	1		
ouyt	1	0	1		
oyet	1	0	1		
oyez	1	0	1		
oſe	1	0	1		
oſent	1	0	1		
oſeray	1	0	1		
oſeroie	1	0	1		
oſẽt	1	0	1		
oſtat	1	0	1		
oſteray	1	0	1		
pain	1	0	1		
paiſibles	1	0	1		
palleffrois	1	0	1		
pareil	1	0	1		
parleray	1	0	1		
parolle	1	0	1		
parrain	1	0	1		
pars	1	0	1		
partiray	1	0	1		
partirons	1	0	1		
partis	1	0	1		
partit	1	0	1		
pays	1	0	1		
paſſez	1	0	1		
pechie	1	0	1		
pelles	1	0	1		
pendant	1	0	1		
pendoit	1	0	1		
penthecouſte	1	0	1		
penſa	1	0	1		
penſez	1	0	1		
penſif	1	0	1		
penſiue	1	0	1		
penſoye	1	0	1		
perdiſſiez	1	0	1		
peruers	1	0	1		
perſonne	1	0	1		
pẽthecouſte	1	0	1		
peuent	1	0	1		
peuẽt	1	0	1		
peuples	1	0	1		
peurent	1	0	1		
peurẽt	1	0	1		
peuſt	1	0	1		
peuſſent	1	0	1		
philiſtiens	1	0	1		
picque	1	0	1		
pieca	1	0	1		
plainement	1	0	1		
plaiſant	1	0	1		
plaiſãt	1	0	1		
plaiſe	1	0	1		
plaiſir	1	0	1		
plaiſt	1	0	1		
playe	1	0	1		
pliant	1	0	1		
plourer	1	0	1		
plouroie	1	0	1		
pluſieurs	1	0	1		
poĩgnãt	1	0	1		
poĩgne	1	0	1		
poĩt	1	0	1		
poĩte	1	0	1		
polliſſement	1	0	1		
portay	1	0	1		
pou	1	0	1		
pouoit	1	0	1		
pourchaſſe	1	0	1		
pourchaſſer	1	0	1		
pourpenſa	1	0	1		
pourra	1	0	1		
pourrez	1	0	1		
pourrons	1	0	1		
prẽdra	1	0	1		
prẽdroit	1	0	1		
prendroit	1	0	1		
prẽnent	1	0	1		
preudõme	1	0	1		
preudommes	1	0	1		
prez	1	0	1		
preſſe	1	0	1		
pria	1	0	1		
priere	1	0	1		
prieres	1	0	1		
principalement	1	0	1		
priſaſt	1	0	1		
prometz	1	0	1		
prouchaĩnemẽt	1	0	1		
prouchainnemẽt	1	0	1		
proueſſes	1	0	1		
puiſſant	1	0	1		
puiſſãt	1	0	1		
puys	1	0	1		
q̃ lles	1	0	1		
q́ lz	1	0	1		
q̃ lz	1	0	1		
q̃ rir	1	0	1		
quarante	1	0	1		
quarãte	1	0	1		
Quauez	1	0	1		
Quelle	1	0	1		
querir	1	0	1		
Quoy	1	0	1		
QVant	1	0	1		
QVãt	1	0	1		
raiſons	1	0	1		
receuoir	1	0	1		
receuſt	1	0	1		
recõmande	1	0	1		
recommande	1	0	1		
recommence	1	0	1		
recouurer	1	0	1		
refuſer	1	0	1		
regard	1	0	1		
regardoient	1	0	1		
reprimer	1	0	1		
requerez	1	0	1		
retenez	1	0	1		
retint	1	0	1		
retourne	1	0	1		
reuenir	1	0	1		
reſpondu	1	0	1		
richemẽt	1	0	1		
richem̃ t	1	0	1		
richeſſes	1	0	1		
riẽs	1	0	1		
rouſſin	1	0	1		
Roy	1	0	1		
sen	1	0	1		
Ses	1	0	1		
signifie	1	0	1		
table	1	0	1		
taiſt	1	0	1		
talẽt	1	0	1		
tallent	1	0	1		
Tel	1	0	1		
tellement	1	0	1		
tellemẽt	1	0	1		
telles	1	0	1		
telz	1	0	1		
tendremẽt	1	0	1		
tent	1	0	1		
terriẽnemẽt	1	0	1		
teſmõgnage	1	0	1		
teſmoing	1	0	1		
teſmongne	1	0	1		
tiengne	1	0	1		
tiẽt	1	0	1		
tint	1	0	1		
tira	1	0	1		
tirannie	1	0	1		
tollent	1	0	1		
tollẽt	1	0	1		
tors	1	0	1		
tourna	1	0	1		
Tous	1	0	1		
Touteffois	1	0	1		
Toutes	1	0	1		
traiſt	1	0	1		
trẽble	1	0	1		
tremblaſt	1	0	1		
trenchante	1	0	1		
trenchãt	1	0	1		
treſpaſſez	1	0	1		
treſſault	1	0	1		
tronſons	1	0	1		
trouuees	1	0	1		
trõſõs	1	0	1		
ualier	1	0	1		
uoit	1	0	1		
vaincre	1	0	1		
vaincu	1	0	1		
vaiſſeau	1	0	1		
valeurs	1	0	1		
valleur	1	0	1		
valloient	1	0	1		
valoir	1	0	1		
vauldroit	1	0	1		
vaulx	1	0	1		
vaulſiſt	1	0	1		
vẽdredi	1	0	1		
vẽgera	1	0	1		
vẽgeray	1	0	1		
vẽgerez	1	0	1		
vẽgie	1	0	1		
vẽgier	1	0	1		
venant	1	0	1		
venge	1	0	1		
vengeray	1	0	1		
vengerez	1	0	1		
vengier	1	0	1		
vertueux	1	0	1		
vẽtre	1	0	1		
veufues	1	0	1		
veſpre	1	0	1		
veſtue	1	0	1		
veſtus	1	0	1		
viẽdroit	1	0	1		
viendroit	1	0	1		
viendrons	1	0	1		
viengne	1	0	1		
viennent	1	0	1		
viennẽt	1	0	1		
vierge	1	0	1		
viẽs	1	0	1		
viẽt	1	0	1		
ville	1	0	1		
vindrẽt	1	0	1		
vinſtes	1	0	1		
viue	1	0	1		
viure	1	0	1		
